id,content,lang
2334,A dead Zimbabwean trending We have lost the fight against foreigners,unknown
2335,   I said make them trend read with understanding then reply Stop spreading rubbish as OperationDudula was not at DiepslootProtest While we at it what did the man on the left do,unknown
2336,Old usless foolsthey can only talk wen foreigners are getting what they deserve but cant talk wen south Africans are murdered  ,unknown
2337,We cant be patience with illegal foreigners Those people broke our law to be here,en
2338,How many South Africans are killed by illegal foreigners in SA a weekmonth,unknown
2339,"Two people I would love to meet in this lifetime  are Ntate  and Former President Bab 
Oom 
This is a dream of mine and I know you can make it happen 
nhlanhlalux 
OperationDudula 
Diepsloot 
SenzoMeyiwa",unknown
2340,  But that is exactly what Mapula is trying to say and prove that there is exactly no government but wena you are obssessed with immigrants do you know know the conditions our people live in in Diepsloot Sanitation water What jobs LED,unknown
2341, How many more families of slain  ILLEGAL IMMIGRANTS is the EFF  going to visit before it realises that it is responsible for putting their lives in danger,en
2342,Why we so much foreigners in South Africa though ,unknown
2343,ILLEGAL IMMIGRANTS it is your choice to go back to your countries or you continue stay here illegally and risk your lives because of Julius Malema who has heavily armed guards  If he was clever he would come up with a plan to make sure you are protected just go back home,en
2344,    ,unknown
2345,ILLEGAL IMMIGRANTS it is your choice to go back to your countries or you continue stay here illegally and risk your lives because of Julius Malema who has heavily armed guards  If he was clever he would come up with a plan to make sure you are protected  just go back guys,unknown
2346, Just in the past week   lives were lost in the same area that caused the community outrage to start with Where is the Press Statement DiepslootProtest illegalimmigrants crime,en
2347,    Eh ok ,unknown
2348,"Heres the plug for
Picnic set ups for birthdays special 
 people for R only both kids and adults
Tembisa 

angelkeventzcom 
OurBelovedThemba TheWifeShowmax ProudOfMphowabadimo GashProject GhostNation OperationDudula GirlTalkZA ",unknown
2349,    Eh so you wanna blame Lux ,en
2350,One day someone will be shot an it will be said its foreigners by those who pays for him knowing it will cause a war blacks against blacks keep this tweet the very same ppl sponsoring these vigilante joker will say its not them,unknown
2351,The war between South Africans and foreigners has been brewing for a long time and the government has been ignoring the citizens Now citizens are taking action Whatever is happening in Diepsloot will just get worse and stretch to other areas,unknown
2352,Operation Dudula is a platform to showcase black South Africans racism and classism towards black ppl from other parts of Africa ,en
2353,Lol   news reporting that illegal immigrants blame  for  incompetence Wow so much propaganda and biased media,en
2354,"We dont know of the  SA killed by illigal immigrants but we know of one illigal immigrants who was killed in the clash no family members of the  has said a word about the loss of the loved ones 
    whats exact happening in SA ",en
2355,"Seven life of SA cost one Zimbabwean is it safe to be a SAcan Media will not cover your story if you are SAcan the world will not know of your life cut short by foreigners but illigal foreigners get coverage Are we still in SA 

Killing is inhumane must be condemn but not side",en
2356,OperationDudula ,en
2357,So the mob could include immigrants ,en
2358,This is Sad yazini knowing the fact that not all the foreigners are corrupt cruel not legal by law and they getting caught on the this situation its bad  ,en
2359,Diepsloot people must continue even tonight police wont help them OperationDudula must never end,en
2360,   That one is a fool ,unknown
2361,"I wonder what will the EFF say on this 

 South Africans killed by foreigners  ",en
2362,  and  must arrest all those who are in the forefront of OperationDudula starting with Kgalima Motlantheson Nhlanhla Lux and add another case of perpetuating Xenophobic attacks Where are the families of those  South Africans  ,en
2363,   These are the clear results of Operation Dudula Yu guys are making it difficult for SAns to travel around Africa by killing illegal immigrants You need to wake up and see the rot in hatred for Africans ,en
2364,    What you mean a disgruntled former EFF cllr,en
2365, Why cant the government take note of the cries of OperationDudula and come up with a legal solution in dealing with illegal migrants instead of all this violence,en
2366,     And there are videos of him attending a vigilante groups that burnt someone to death yesterday The question now is what was Nhlanhla Lux doing there,en
2367,Foreigners that do not feel safe in South Africa should just go back home where they will be safe ,en
2368, That professor you were in conversation with is completely out of touch with reality What special skills do foreigners come to SA with These people come here to cut hair in salons plumbing bricklaying ,unknown
2369, Always representing foreigners and protecting them at all cost,unknown
2370,   Government has not only failed us they have encouraged and boosted illegal foreigners resolve to commit this type of atrocities against SAns how regrettable      waiting for  is gonna prove fatal,en
2371,"News Article  killed in Diepslot suspects are illegal foreigners
Politicians 

News Article  person killed during community protest
Politicians 

I know who is responsible for all the above Media for stoking emotions and politicians for not giving a fuck",en
2372,Lol it was not operation dudula ,en
2373,"Nobody talks for dead south Africans killed by foreigners in this country But its okay we will talk about it our selves
TheComunityRules",en
2374,    We aint going anywhere mate The video above is from Cape Town and we all know its not foreigners but South Africans that are perpetrators,en
2375, You people are dodos if theres  people giving birth in the hospital and  of them are  means  of people in that hospital giving birth are foreigners,unknown
